time,gpp_maespa_60
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.3055751
06:00:00,1.3032785
06:30:00,2.070145933
07:00:00,2.792098933
07:30:00,3.413901333
08:00:00,3.909170033
08:30:00,4.299876467
09:00:00,4.637508667
09:30:00,4.932056733
10:00:00,5.212421033
10:30:00,5.422857267
11:00:00,5.560478633
11:30:00,5.661151267
12:00:00,5.7073148
12:30:00,5.715558867
13:00:00,5.6877916
13:30:00,5.570827067
14:00:00,5.4407282
14:30:00,5.2402354
15:00:00,5.0131647
15:30:00,4.7251226
16:00:00,4.387339133
16:30:00,3.981445467
17:00:00,3.545965433
17:30:00,3.1225684
18:00:00,2.876476733
18:30:00,3.619298433
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.288118667
06:00:00,1.258077
06:30:00,2.0036432
07:00:00,2.701007067
07:30:00,3.315822333
08:00:00,3.8294513
08:30:00,4.233546167
09:00:00,4.575827533
09:30:00,4.900528967
10:00:00,5.1271736
10:30:00,5.3403235
11:00:00,5.512689367
11:30:00,5.629421567
12:00:00,5.674760667
12:30:00,5.669588067
13:00:00,5.6047459
13:30:00,5.479066033
14:00:00,5.280990133
14:30:00,5.030227233
15:00:00,4.811526667
15:30:00,4.512087
16:00:00,4.190505933
16:30:00,3.8109251
17:00:00,3.404896667
17:30:00,3.022512467
18:00:00,2.9059434
18:30:00,3.987238333
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.1831673
06:00:00,1.104657567
06:30:00,1.945431767
07:00:00,2.706742067
07:30:00,3.341764433
08:00:00,3.896713167
08:30:00,4.329237733
09:00:00,4.706078267
09:30:00,4.984043733
10:00:00,5.217046067
10:30:00,5.376107667
11:00:00,5.438945633
11:30:00,5.103755
12:00:00,4.6777458
12:30:00,3.647029433
13:00:00,3.304210067
13:30:00,5.417898533
14:00:00,5.170394267
14:30:00,4.6893194
15:00:00,4.240254167
15:30:00,3.106369267
16:00:00,3.809852933
16:30:00,3.283345133
17:00:00,3.809537733
17:30:00,3.8301635
18:00:00,3.653409733
18:30:00,4.561218067
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.208642067
06:00:00,1.1487043
06:30:00,1.916987
07:00:00,2.692867233
07:30:00,3.322744667
08:00:00,3.893488233
08:30:00,4.302183067
09:00:00,4.645506567
09:30:00,4.9957952
10:00:00,5.1772741
10:30:00,5.374858533
11:00:00,5.516693233
11:30:00,5.514975933
12:00:00,5.550100467
12:30:00,5.474631433
13:00:00,5.274770067
13:30:00,5.044333833
14:00:00,4.803156467
14:30:00,4.567629233
15:00:00,4.323301267
15:30:00,4.042283833
16:00:00,3.072035267
16:30:00,3.751328933
17:00:00,3.397153233
17:30:00,3.189125567
18:00:00,3.1924516
18:30:00,4.2900446
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.190993267
06:00:00,1.142506067
06:30:00,1.899012833
07:00:00,2.6217253
07:30:00,3.283515733
08:00:00,3.827951167
08:30:00,4.275913933
09:00:00,4.599862767
09:30:00,4.868159767
10:00:00,5.1299505
10:30:00,5.330011767
11:00:00,5.497560833
11:30:00,5.585065667
12:00:00,5.588651967
12:30:00,5.6309686
13:00:00,5.5682201
13:30:00,5.444248167
14:00:00,5.2789973
14:30:00,5.062433467
15:00:00,4.835228933
15:30:00,4.552963633
16:00:00,4.223536767
16:30:00,3.887660767
17:00:00,3.5173599
17:30:00,3.164910667
18:00:00,3.1087617
18:30:00,4.385892433
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.1928748
06:00:00,1.130479267
06:30:00,1.861948167
07:00:00,2.573871867
07:30:00,3.1444289
08:00:00,3.610061933
08:30:00,3.961133733
09:00:00,4.292334733
09:30:00,4.638276167
10:00:00,4.959834633
10:30:00,5.1997562
11:00:00,5.4006217
11:30:00,5.524591067
12:00:00,5.611268167
12:30:00,5.643117133
13:00:00,5.65406
13:30:00,5.5975414
14:00:00,5.4884128
14:30:00,5.333093333
15:00:00,5.1322079
15:30:00,4.889937033
16:00:00,4.551308267
16:30:00,4.1606214
17:00:00,3.7384823
17:30:00,3.273903167
18:00:00,3.085331167
18:30:00,4.403253633
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.161759967
06:00:00,1.148392433
06:30:00,1.9414372
07:00:00,2.653788433
07:30:00,3.226391233
08:00:00,3.673451767
08:30:00,4.0358634
09:00:00,4.334754633
09:30:00,4.611896667
10:00:00,4.886340033
10:30:00,5.1224377
11:00:00,5.293372333
11:30:00,5.4550745
12:00:00,5.581182267
12:30:00,5.6433581
13:00:00,5.6605776
13:30:00,5.604163333
14:00:00,5.502728533
14:30:00,5.324162933
15:00:00,5.089120467
15:30:00,4.831702767
16:00:00,4.4872357
16:30:00,4.0875587
17:00:00,3.599464133
17:30:00,3.138744433
18:00:00,2.933091267
18:30:00,4.494383333
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.139169267
06:00:00,1.1291948
06:30:00,1.914384433
07:00:00,2.678334733
07:30:00,3.349238333
08:00:00,3.8962958
08:30:00,4.310048533
09:00:00,4.6673774
09:30:00,4.981016033
10:00:00,5.223134333
10:30:00,5.415744167
11:00:00,5.546986267
11:30:00,5.622100167
12:00:00,5.610022967
12:30:00,5.556164833
13:00:00,5.4932162
13:30:00,5.339867567
14:00:00,5.1935066
14:30:00,5.009153967
15:00:00,4.7687337
15:30:00,4.477223433
16:00:00,4.111990367
16:30:00,3.752415367
17:00:00,3.337315533
17:30:00,2.902662733
18:00:00,2.743357567
18:30:00,4.367205533
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.106888733
06:00:00,1.052014967
06:30:00,1.8315429
07:00:00,2.577293833
07:30:00,3.225673533
08:00:00,3.820943567
08:30:00,4.300768233
09:00:00,4.667290667
09:30:00,4.948561433
10:00:00,5.1494914
10:30:00,5.2621576
11:00:00,5.290910833
11:30:00,5.275119033
12:00:00,5.250095433
12:30:00,5.165750767
13:00:00,5.051434333
13:30:00,4.9012217
14:00:00,4.664693867
14:30:00,4.532454267
15:00:00,4.307983267
15:30:00,4.066737733
16:00:00,3.7518839
16:30:00,3.443774067
17:00:00,3.0732213
17:30:00,2.8428737
18:00:00,2.924574867
18:30:00,4.339963167
19:00:00,0
19:30:00,0
20:00:00,0
20:30:00,0
21:00:00,0
21:30:00,0
22:00:00,0
22:30:00,0
23:00:00,0
23:30:00,0
00:00:00,0
00:30:00,0
01:00:00,0
01:30:00,0
02:00:00,0
02:30:00,0
03:00:00,0
03:30:00,0
04:00:00,0
04:30:00,0
05:00:00,0
05:30:00,0.0819996
06:00:00,0.935501667
06:30:00,1.7433375
07:00:00,2.478783567
07:30:00,3.159505467
08:00:00,3.747017167
08:30:00,4.2172033
09:00:00,4.589506967
09:30:00,4.889554967
10:00:00,5.136238267
10:30:00,5.271833567
11:00:00,5.407709333
11:30:00,5.413643467
12:00:00,5.373112233
12:30:00,5.314442567
13:00:00,5.193152133
13:30:00,4.992228567
14:00:00,4.7573652
14:30:00,4.580178067
15:00:00,4.282739933
15:30:00,3.958737767
16:00:00,3.630831133
16:30:00,3.267000967
